date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2017-12-22,11.8469,11.8963,11.7381,11.7875,11862302,11862302,0.094764,0.81,11.8158,"Dec 22, 17",0.42745558690676577
2017-12-26,11.7678,11.9754,11.6887,11.9458,16113445,16113445,0.158222,1.342,11.8745,"Dec 26, 17",0.4466255737069645
2017-12-27,11.9557,11.9804,11.8469,11.8568,12115315,12115315,-0.089,-0.745,11.9158,"Dec 27, 17",0.435847754217276
2017-12-28,11.9952,12.0644,11.9655,12.0447,12459625,12459625,0.187889,1.585,12.0206,"Dec 28, 17",0.4586022742410115
2017-12-29,11.9754,12.1633,11.9359,12.0941,13083510,13083510,0.049444,0.411,12.0727,"Dec 29, 17",0.4645845695532654
2018-01-02,12.4105,12.6528,12.371,12.6281,19189400,19189400,0.534,4.415,12.536,"Jan 2, 18",0.529251486491396
2018-01-03,12.6578,12.727,12.5391,12.7072,20449625,20449625,0.079111,0.626,12.6539,"Jan 3, 18",0.5388304249367258
2018-01-04,12.8852,12.9456,12.6775,12.6874,22033143,22033143,-0.019778,-0.156,12.8231,"Jan 4, 18",0.5364326628480086
2018-01-05,12.6578,12.9445,12.5885,12.9445,20043191,20043191,0.257111,2.027,12.8063,"Jan 5, 18",0.5675672402727152
2018-01-08,13.1127,13.172,13.0335,13.172,17507334,17507334,0.227444,1.757,13.123,"Jan 8, 18",0.5951172844738851
2018-01-09,13.2511,13.2709,13.0335,13.0929,31204913,31204913,-0.079111,-0.601,13.1281,"Jan 9, 18",0.5855383460285553
2018-01-10,12.9544,13.0632,12.905,13.0039,16253524,16253524,-0.089,-0.68,12.9949,"Jan 10, 18",0.5747605265388668
2018-01-11,13.0632,13.3104,13.0533,13.3005,15011427,15011427,0.296667,2.281,13.1654,"Jan 11, 18",0.6106785182314688
2018-01-12,13.3599,13.4192,13.2659,13.3797,19012471,19012471,0.079111,0.595,13.3416,"Jan 12, 18",0.6202695665863376
2018-01-16,13.1324,13.1621,12.9297,13.0237,40821826,40821826,-0.356,-2.661,13.0042,"Jan 16, 18",0.577158288627584
2018-01-17,13.0731,13.2115,13.0533,13.2017,29387779,29387779,0.178,1.367,13.1493,"Jan 17, 18",0.5987139276069608
2018-01-18,13.2709,13.3401,13.0929,13.2017,26257432,26257432,0,0,13.1896,"Jan 18, 18",0.5987139276069608
2018-01-19,13.2511,13.2808,13.078,13.2115,26213185,26213185,0.009889,0.075,13.1873,"Jan 19, 18",0.5999006987417803
2018-01-22,13.1324,13.172,13.0039,13.172,19764073,19764073,-0.039556,-0.299,13.0863,"Jan 22, 18",0.5951172844738851
2018-01-23,12.6479,12.6825,12.4402,12.5589,49237044,49237044,-0.61311,-4.655,12.532,"Jan 23, 18",0.5208714290904247
2018-01-24,12.8457,13.1572,12.6973,13.0335,36168817,36168817,0.474666,3.78,12.9118,"Jan 24, 18",0.5783450597624036
2018-01-25,13.1225,13.1309,12.7665,12.8061,26615513,26615513,-0.227444,-1.745,12.951,"Jan 25, 18",0.5508071254707728
2018-01-26,12.8852,13.0434,12.7468,12.9643,28822183,28822183,0.158222,1.236,12.8907,"Jan 26, 18",0.5699650023614323
2018-01-29,13.0632,13.0929,12.8259,12.905,15009033,15009033,-0.059334,-0.458,12.9549,"Jan 29, 18",0.5627838260048197
2018-01-30,12.9149,12.9643,12.7468,12.8457,21874121,21874121,-0.059333,-0.46,12.8369,"Jan 30, 18",0.5556026496482073
2018-01-31,13.261,13.2709,12.7814,12.9445,26612226,26612226,0.098889,0.77,13.0058,"Jan 31, 18",0.5675672402727152
2018-02-01,12.9445,13.2017,12.9347,13.0335,25301576,25301576,0.089,0.688,13.0623,"Feb 1, 18",0.5783450597624036
2018-02-02,12.727,12.7863,12.3908,12.4007,32446832,32446832,-0.632888,-4.856,12.5568,"Feb 2, 18",0.5017135521997652
2018-02-05,12.4995,12.8159,12.015,12.2523,35992463,35992463,-0.148334,-1.196,12.4469,"Feb 5, 18",0.4837424464439251
2018-02-06,12.193,12.9544,12.1435,12.9149,37584910,37584910,0.662555,5.408,12.6559,"Feb 6, 18",0.5639827070491783
2018-02-07,12.8555,12.989,12.5391,12.5688,43237893,43237893,-0.346111,-2.68,12.7386,"Feb 7, 18",0.5220703101347832
2018-02-08,12.6083,12.727,12.2029,12.2227,42211033,42211033,-0.34611,-2.754,12.4624,"Feb 8, 18",0.48015791322038825
2018-02-09,12.5984,12.7863,12.2227,12.7665,47709752,47709752,0.543888,4.45,12.527,"Feb 9, 18",0.5460116012933385
2018-02-12,12.8457,13.0237,12.7863,12.9248,24525522,24525522,0.158222,1.239,12.8957,"Feb 12, 18",0.5651815880935369
2018-02-13,12.8654,13.172,12.8358,13.1225,20547645,20547645,0.197778,1.53,13.0496,"Feb 13, 18",0.5891228792520921
2018-02-14,12.9544,13.8444,12.9347,13.8444,43366557,43366557,0.721888,5.501,13.4171,"Feb 14, 18",0.6765443162139579
2018-02-15,13.8741,14.0224,13.7653,13.973,28524726,28524726,0.128555,0.929,13.9329,"Feb 15, 18",0.6921176598810809
2018-02-16,13.884,14.2103,13.795,13.9631,25933288,25933288,-0.009888,-0.071,14.0053,"Feb 16, 18",0.6909187788367223
2018-02-20,13.9038,14.1312,13.6763,13.8247,24613750,24613750,-0.138445,-0.992,13.9148,"Feb 20, 18",0.6741586640347796
2018-02-21,13.884,13.9384,13.4884,13.5082,31768749,31768749,-0.316444,-2.289,13.6538,"Feb 21, 18",0.6358308003439215
2018-02-22,13.7653,13.8444,13.6467,13.8247,17293109,17293109,0.316444,2.343,13.7734,"Feb 22, 18",0.6741586640347796
